Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
210,Bub Carrington,19,WAS,PG,67,43,29.2,3.4,8.5,.399,1.6,4.7,.336,1.8,3.8,.476,.492,0.8,1.0,.831,0.4,3.6,4.0,4.1,0.7,0.2,1.6,2.3,9.2,,carrica01
211,Zach Edey,22,MEM,C,54,46,20.9,3.9,6.7,.575,0.3,0.8,.356,3.6,5.9,.606,.597,1.2,1.8,.705,3.6,4.2,7.8,0.9,0.5,1.3,1.3,2.6,9.2,,edeyza01
212,Nick Smith Jr.,20,CHO,SG,49,24,22.1,3.6,9.1,.391,1.5,4.9,.315,2.0,4.2,.478,.475,0.6,0.6,.900,0.2,1.8,2.0,2.1,0.3,0.1,1.3,1.3,9.2,,smithni01
213,Dante Exum,29,DAL,PG,18,12,19.1,3.3,6.9,.480,1.2,2.6,.447,2.2,4.3,.500,.564,1.3,1.7,.742,0.2,1.4,1.7,2.8,0.7,0.2,1.1,1.7,9.1,,exumda01
214,Draymond Green,34,GSW,PF,55,53,29.1,3.2,7.4,.432,1.1,3.4,.326,2.1,4.0,.523,.507,1.6,2.4,.677,1.1,5.1,6.1,5.7,1.4,1.1,2.5,3.1,9.1,,greendr01
215,Dereck Lively II,20,DAL,C,32,25,24.0,3.9,5.5,.701,0.0,0.0,,3.9,5.5,.701,.701,1.4,2.2,.638,3.1,4.8,7.8,2.6,0.5,1.7,1.2,2.9,9.1,,livelde01
216,Scotty Pippen Jr.,24,MEM,PG,67,17,20.4,3.4,7.1,.470,1.0,2.7,.369,2.4,4.5,.530,.539,1.4,2.0,.708,0.8,2.4,3.2,4.3,1.3,0.4,1.7,2.4,9.1,,pippesc02
217,Jalen Wilson,24,BRK,PF,68,16,25.7,3.0,7.6,.396,1.4,4.4,.321,1.6,3.3,.495,.487,1.6,2.0,.830,1.0,2.2,3.2,1.8,0.5,0.0,1.1,2.1,9.1,,wilsoja03
218,Anthony Black,21,ORL,PG,65,9,23.7,3.1,7.5,.415,0.7,2.3,.316,2.4,5.2,.460,.464,2.0,2.7,.746,0.6,2.1,2.7,3.0,1.0,0.5,1.7,2.1,9.0,,blackan01
219,Killian Hayes,23,BRK,PG,6,5,27.0,3.0,7.2,.419,1.3,3.5,.381,1.7,3.7,.455,.512,1.7,2.0,.833,0.8,2.2,3.0,5.2,0.7,0.7,1.5,2.2,9.0,,hayeski01
220,Trendon Watford,24,BRK,PF,31,0,18.6,3.3,7.3,.449,0.6,2.0,.295,2.7,5.3,.506,.489,1.9,2.5,.789,0.7,2.5,3.2,2.4,0.7,0.3,1.7,2.2,9.0,,watfotr01
221,Cam Whitmore,20,HOU,SF,44,1,16.2,3.3,8.0,.420,1.2,3.7,.329,2.1,4.3,.497,.496,1.1,1.5,.738,0.7,2.3,3.0,0.9,0.6,0.3,0.8,0.9,9.0,,whitmca01
222,Clint Capela,30,ATL,C,55,41,21.4,4.0,7.1,.559,0.0,0.0,.000,4.0,7.1,.560,.559,0.9,1.8,.536,3.2,5.4,8.5,1.1,0.6,1.0,0.9,1.9,8.9,,capelca01
223,Wendell Carter Jr.,25,ORL,C,56,39,25.9,3.2,7.1,.455,0.5,2.2,.216,2.8,4.9,.564,.489,2.0,2.7,.737,2.2,5.3,7.4,2.1,0.7,0.5,1.1,2.9,8.9,,cartewe01
224,Patrick Williams,23,CHI,PF,49,35,25.7,3.2,8.4,.378,1.5,4.4,.346,1.7,4.1,.412,.467,1.1,1.4,.732,0.8,3.2,4.0,2.0,0.8,0.6,1.3,1.4,8.9,,willipa01
225,Kevin Huerter,26,2TM,SG,57,19,22.6,3.3,8.2,.402,1.7,5.4,.319,1.5,2.7,.568,.509,0.5,0.8,.721,0.5,2.5,3.0,1.9,0.9,0.3,0.9,1.7,8.8,,huertke01
225,Kevin Huerter,26,SAC,SG,43,15,20.9,3.0,7.2,.413,1.4,4.8,.302,1.5,2.4,.629,.513,0.5,0.7,.714,0.4,2.3,2.8,1.7,0.8,0.4,0.9,1.6,7.9,,huertke01
225,Kevin Huerter,26,CHI,SG,14,4,27.8,4.2,11.1,.381,2.6,7.5,.352,1.6,3.6,.440,.500,0.8,1.1,.733,0.6,3.0,3.6,2.3,1.3,0.2,1.2,2.0,11.9,,huertke01
226,Yves Missi,20,NOP,C,64,58,26.9,3.6,6.6,.544,0.0,0.0,.000,3.6,6.6,.545,.544,1.7,2.6,.637,3.5,4.5,8.0,1.3,0.5,1.4,1.2,2.0,8.8,,missiyv01
227,Kentavious Caldwell-Pope,31,ORL,SG,65,65,30.2,3.1,7.3,.428,1.4,4.3,.319,1.8,3.0,.585,.522,1.1,1.3,.869,0.4,1.7,2.1,1.8,1.3,0.5,0.8,2.0,8.7,,caldwke01
228,Kyshawn George,21,WAS,SG,61,31,27.2,3.0,8.0,.369,1.7,5.3,.324,1.2,2.7,.455,.476,1.0,1.3,.768,0.7,3.5,4.2,2.4,1.0,0.8,1.5,3.0,8.7,,georgky01
229,Jaime Jaquez Jr.,23,MIA,SF,56,14,21.8,3.2,7.1,.445,0.6,1.9,.298,2.6,5.3,.497,.484,1.8,2.4,.759,1.2,3.3,4.6,2.6,1.0,0.2,1.5,1.4,8.7,,jaqueja01
230,Chris Paul,39,SAS,PG,67,67,28.1,2.9,7.0,.418,1.7,4.6,.376,1.2,2.4,.497,.541,1.2,1.2,.940,0.4,3.2,3.6,7.8,1.3,0.2,1.5,1.7,8.7,,paulch01
231,Justin Edwards,21,PHI,SF,34,16,24.6,3.3,7.4,.450,1.4,4.1,.348,1.9,3.3,.575,.546,0.6,0.8,.704,1.0,2.1,3.1,1.4,0.9,0.3,0.9,2.3,8.6,,edwarju01
232,Tyrese Martin,25,BRK,SG,51,7,21.3,3.1,7.6,.410,1.6,4.6,.353,1.5,3.0,.497,.517,0.7,0.9,.771,1.0,2.6,3.6,1.8,0.5,0.2,1.1,1.2,8.6,,martity01
233,Kel'el Ware,20,MIA,C,50,22,20.6,3.7,6.7,.546,0.6,1.8,.319,3.1,4.9,.631,.590,0.7,1.1,.698,1.6,4.9,6.5,0.9,0.6,1.0,0.9,1.6,8.6,,wareke01
234,Brandon Clarke,28,MEM,PF,63,18,19.1,3.7,6.0,.623,0.0,0.3,.059,3.7,5.7,.649,.624,1.0,1.4,.701,2.0,3.1,5.2,1.0,0.8,0.6,0.7,2.3,8.5,,clarkbr01
235,Kyle Filipowski,21,UTA,C,59,15,19.6,3.2,6.2,.514,1.0,2.5,.383,2.2,3.6,.605,.592,1.2,1.9,.640,1.4,4.1,5.4,2.0,0.6,0.2,1.3,2.2,8.5,,filipky01
236,Larry Nance Jr.,32,ATL,PF,24,3,19.3,3.3,6.5,.516,1.4,3.2,.447,1.9,3.3,.582,.626,0.4,0.5,.692,1.0,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,,nancela02
237,Dorian Finney-Smith,31,2TM,PF,50,34,28.4,3.0,6.9,.437,1.9,4.8,.391,1.1,2.1,.543,.573,0.5,0.8,.641,1.4,2.6,4.0,1.3,0.9,0.3,0.9,2.2,8.4,,finnedo01
237,Dorian Finney-Smith,31,BRK,PF,20,20,29.0,3.7,8.0,.459,2.4,5.4,.435,1.3,2.6,.510,.607,0.8,1.2,.625,1.6,3.0,4.6,1.6,0.9,0.6,0.9,2.7,10.4,,finnedo01
237,Dorian Finney-Smith,31,LAL,PF,30,14,28.0,2.6,6.1,.418,1.5,4.3,.354,1.0,1.8,.574,.543,0.3,0.5,.667,1.3,2.3,3.6,1.2,0.9,0.1,0.9,1.9,7.0,,finnedo01
238,Caleb Martin,29,2TM,SF,36,24,28.9,3.1,7.1,.431,0.9,2.6,.366,2.1,4.5,.469,.498,1.4,2.2,.625,1.3,2.9,4.1,2.2,1.0,0.6,1.3,1.9,8.4,,martica02
238,Caleb Martin,29,PHI,SF,31,24,30.4,3.3,7.5,.435,1.1,2.8,.379,2.2,4.7,.469,.506,1.5,2.4,.622,1.4,3.0,4.4,2.2,1.1,0.6,1.4,2.0,9.1,,martica02
238,Caleb Martin,29,DAL,SF,5,0,19.2,1.8,4.6,.391,0.2,1.2,.167,1.6,3.4,.471,.413,0.8,1.2,.667,0.4,2.0,2.4,2.2,0.6,0.4,0.8,1.2,4.6,,martica02
239,Al Horford,38,BOS,C,53,37,27.5,3.0,7.3,.416,1.8,5.0,.360,1.2,2.3,.542,.540,0.5,0.6,.875,1.2,4.7,5.9,2.1,0.6,0.9,0.8,1.4,8.4,,horfoal01
240,Jaylen Nowell,25,NOP,SG,8,0,21.0,3.3,9.1,.356,1.0,3.4,.296,2.3,5.8,.391,.411,0.9,1.4,.636,0.8,1.8,2.5,2.3,0.1,0.5,1.0,1.1,8.4,,nowelja01
241,Damion Baugh,24,CHO,SG,11,2,26.1,3.2,9.1,.350,0.9,4.0,.227,2.3,5.1,.446,.400,1.0,1.2,.846,0.7,2.4,3.1,3.9,1.3,0.1,1.9,1.6,8.3,,baughda01
242,Mike Conley,37,MIN,PG,59,53,24.9,2.6,6.6,.395,1.8,4.5,.413,0.8,2.2,.359,.534,1.2,1.3,.911,0.5,2.1,2.6,4.5,1.2,0.2,1.1,1.6,8.3,,conlemi01
243,Quinten Post,24,GSW,PF,31,13,16.4,3.1,6.6,.461,1.7,4.1,.414,1.4,2.5,.538,.590,0.5,0.6,.789,1.0,2.9,3.9,1.5,0.5,0.5,0.8,2.1,8.3,,postqu01
244,Kelly Olynyk,33,2TM,C,35,13,19.0,2.9,5.9,.493,0.8,1.9,.409,2.1,4.0,.532,.559,1.6,2.1,.781,1.3,3.4,4.7,2.8,0.7,0.4,1.5,2.7,8.2,,olynyke01
244,Kelly Olynyk,33,TOR,C,24,2,16.0,2.5,4.9,.500,0.8,1.8,.442,1.7,3.1,.533,.581,1.4,1.8,.791,1.0,2.7,3.7,2.3,0.7,0.3,1.5,2.5,7.1,,olynyke01
244,Kelly Olynyk,33,NOP,C,11,11,25.6,3.8,7.9,.483,0.7,2.1,.348,3.1,5.8,.531,.529,2.1,2.7,.767,1.8,4.9,6.7,3.7,0.6,0.5,1.7,3.1,10.5,,olynyke01
245,Jusuf Nurkić,30,2TM,C,38,27,21.2,2.9,6.3,.467,0.6,2.1,.272,2.4,4.2,.566,.513,1.7,2.5,.688,1.8,6.5,8.3,2.1,0.9,0.7,2.0,2.7,8.2,,nurkiju01
245,Jusuf Nurkić,30,PHO,C,25,23,23.7,3.0,6.5,.454,0.8,2.4,.322,2.2,4.2,.529,.512,1.9,2.8,.696,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,8.6,,nurkiju01
245,Jusuf Nurkić,30,CHO,C,13,4,16.4,2.9,5.9,.494,0.2,1.7,.136,2.7,4.2,.636,.513,1.4,2.1,.667,1.6,4.9,6.5,2.4,0.8,0.7,1.4,2.0,7.5,,nurkiju01
246,Keon Ellis,25,SAC,SG,65,14,23.0,2.8,5.8,.484,1.7,4.0,.430,1.1,1.8,.600,.631,0.9,1.1,.855,0.7,1.7,2.5,1.4,1.4,0.8,0.8,2.0,8.2,,elliske01
247,Jalen Smith,24,CHI,C,57,1,15.2,2.9,6.4,.463,1.2,3.6,.332,1.8,2.8,.633,.556,1.1,1.4,.823,1.4,4.2,5.6,1.0,0.3,0.7,0.6,1.6,8.2,,smithja04
248,Lonnie Walker IV,26,PHI,SG,10,1,19.2,2.8,8.0,.350,1.6,4.9,.327,1.2,3.1,.387,.450,1.0,1.2,.833,0.4,2.9,3.3,1.9,0.4,0.3,1.1,0.7,8.2,,walkelo01
249,Cason Wallace,21,OKC,SG,59,39,27.5,3.3,7.1,.467,1.1,3.1,.348,2.2,4.0,.559,.543,0.4,0.5,.833,1.0,2.4,3.5,2.5,1.7,0.5,0.8,2.3,8.2,,wallaca01
250,Johnny Juzang,23,UTA,SG,51,12,18.5,2.8,6.7,.421,1.7,4.6,.365,1.2,2.1,.541,.545,0.7,0.9,.826,0.6,2.2,2.8,0.9,0.5,0.1,0.5,2.0,8.1,,juzanjo01
251,Taurean Prince,30,MIL,SF,67,60,26.8,2.9,6.4,.452,1.9,4.2,.446,1.0,2.2,.463,.598,0.4,0.5,.833,0.5,3.3,3.8,2.0,0.9,0.1,1.1,2.1,8.1,,princta02
252,Day'Ron Sharpe,23,BRK,C,47,2,18.0,3.3,6.3,.523,0.2,0.9,.275,3.1,5.5,.562,.542,1.2,1.6,.757,3.0,3.6,6.6,1.8,0.8,0.9,1.3,2.3,8.1,,sharpda01
253,Jalen Hood-Schifino,21,2TM,SG,5,0,17.6,2.8,5.8,.483,1.4,3.4,.412,1.4,2.4,.583,.603,1.0,1.2,.833,0.4,1.6,2.0,1.2,0.4,0.4,0.4,2.0,8.0,,hoodsja01
253,Jalen Hood-Schifino,21,LAL,SG,2,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,,hoodsja01
253,Jalen Hood-Schifino,21,PHI,SG,3,0,24.7,4.3,9.3,.464,2.3,5.7,.412,2.0,3.7,.545,.589,1.0,1.3,.750,0.3,2.7,3.0,1.7,0.7,0.3,0.3,2.3,12.0,,hoodsja01
254,Jaden Hardy,22,DAL,SG,46,3,15.2,2.9,6.8,.428,1.3,3.3,.384,1.7,3.5,.469,.521,0.9,1.3,.672,0.2,1.4,1.5,1.4,0.5,0.1,1.4,1.5,8.0,,hardyja02
255,Justin Champagnie,23,WAS,SF,48,18,19.3,2.9,6.0,.491,1.1,2.9,.377,1.9,3.1,.597,.582,0.8,1.1,.736,1.6,3.4,5.0,1.0,1.0,0.6,0.8,1.8,7.8,,champju01
256,Isaiah Collier,20,UTA,PG,61,36,25.1,3.0,7.3,.412,0.5,2.2,.235,2.5,5.2,.486,.446,1.3,1.9,.670,0.4,2.8,3.3,6.2,0.8,0.2,3.0,2.1,7.8,,colliis01
257,GG Jackson II,20,MEM,PF,25,2,16.2,2.8,7.0,.392,1.2,3.6,.337,1.6,3.5,.448,.477,1.1,1.5,.737,1.0,2.3,3.2,1.0,0.4,0.2,1.1,1.1,7.8,,jacksgg01
258,Ja'Kobe Walter,20,TOR,SG,44,11,20.0,2.8,7.0,.405,1.0,3.2,.312,1.8,3.8,.482,.476,1.1,1.5,.746,1.0,1.9,2.9,1.3,0.7,0.2,0.9,1.8,7.8,,walteja01
259,Peyton Watson,22,DEN,SF,56,13,23.6,2.8,6.0,.470,0.7,2.0,.364,2.1,4.0,.522,.530,1.4,2.0,.708,0.7,2.6,3.3,1.4,0.8,1.3,0.9,1.8,7.8,,watsope01
260,Jared Butler,24,2TM,SG,46,6,14.3,2.9,6.2,.462,0.7,2.0,.330,2.2,4.2,.526,.516,1.3,1.6,.819,0.4,1.3,1.7,3.2,0.5,0.2,1.1,1.4,7.7,,butleja02
260,Jared Butler,24,WAS,PG,32,0,11.3,2.7,5.5,.483,0.5,1.3,.366,2.2,4.2,.519,.526,1.1,1.4,.778,0.4,0.8,1.3,2.6,0.4,0.2,0.9,1.3,6.9,,butleja02
260,Jared Butler,24,PHI,SG,14,6,21.2,3.4,7.9,.427,1.1,3.8,.302,2.2,4.1,.544,.500,1.7,1.9,.889,0.3,2.3,2.6,4.6,0.6,0.4,1.6,1.9,9.6,,butleja02
261,Dalano Banton,25,POR,PG,54,0,15.0,2.7,6.6,.413,1.0,2.9,.359,1.7,3.7,.455,.492,1.2,1.7,.710,0.4,1.5,1.9,2.1,0.7,0.4,1.2,0.8,7.7,,bantoda01
262,Sam Hauser,27,BOS,PF,59,15,20.9,2.7,6.2,.440,2.1,5.3,.400,0.6,0.9,.679,.611,0.1,0.1,1.000,0.7,2.5,3.1,0.9,0.6,0.2,0.3,1.2,7.7,,hausesa01
263,Richaun Holmes,31,WAS,PF,27,7,18.0,3.0,4.6,.659,0.0,0.1,.000,3.0,4.4,.675,.659,1.7,2.0,.833,2.0,3.9,5.9,1.4,0.3,0.8,0.8,1.6,7.7,,holmeri01
264,Cody Martin,29,2TM,SF,41,8,24.3,2.9,6.8,.426,1.0,3.1,.313,1.9,3.6,.523,.498,0.9,1.2,.700,1.1,3.5,4.6,2.3,1.1,0.7,1.0,1.9,7.6,,martico01
264,Cody Martin,29,CHO,SF,39,8,24.8,3.0,6.9,.433,1.0,3.2,.323,1.9,3.7,.528,.507,0.9,1.3,.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,,martico01
264,Cody Martin,29,PHO,SF,2,0,14.0,1.0,4.5,.222,0.0,2.0,.000,1.0,2.5,.400,.222,0.5,0.5,1.000,2.0,3.5,5.5,3.0,1.5,0.5,0.5,2.5,2.5,,martico01
265,Lonzo Ball,27,CHI,PG,35,14,22.2,2.5,6.9,.366,1.9,5.6,.344,0.6,1.4,.458,.504,0.6,0.8,.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6,,balllo01
266,Garrison Mathews,28,ATL,SG,45,2,17.5,2.2,5.4,.400,1.8,4.6,.394,0.4,0.8,.432,.567,1.4,1.7,.818,0.3,1.6,1.8,1.3,0.6,0.3,0.6,1.7,7.6,,mathega01
267,Goga Bitadze,25,ORL,C,58,41,21.3,3.1,5.0,.624,0.1,0.4,.130,3.1,4.6,.667,.629,1.2,1.9,.637,2.4,4.5,6.9,2.0,0.7,1.5,1.1,2.2,7.5,,bitadgo01
268,Bruce Brown,28,2TM,PG,32,4,20.9,2.8,6.9,.405,0.5,1.8,.263,2.3,5.2,.455,.439,1.3,1.5,.854,1.0,2.7,3.7,1.9,0.9,0.1,1.0,1.6,7.4,,brownbr01
268,Bruce Brown,28,TOR,PG,18,0,19.6,3.2,7.3,.435,0.6,2.0,.306,2.6,5.3,.484,.477,1.4,1.6,.897,0.9,2.8,3.8,1.6,0.9,0.2,1.1,1.4,8.4,,brownbr01
268,Bruce Brown,28,NOP,PG,14,4,22.6,2.4,6.5,.363,0.3,1.5,.190,2.1,5.0,.414,.385,1.1,1.4,.789,1.0,2.5,3.5,2.3,0.8,0.1,0.9,1.8,6.1,,brownbr01
269,Matas Buzelis,20,CHI,SF,66,17,17.1,2.8,6.3,.435,1.0,3.0,.327,1.8,3.3,.534,.513,0.9,1.1,.845,0.7,2.5,3.2,0.8,0.3,0.9,0.8,1.6,7.4,,buzelma01
270,Tristan Da Silva,23,ORL,SF,65,36,22.8,2.8,6.6,.417,1.1,3.4,.335,1.6,3.2,.502,.502,0.8,0.9,.864,1.0,2.4,3.4,1.5,0.4,0.2,0.8,1.3,7.4,,dasiltr01
271,A.J. Green,25,MIL,SG,61,6,22.4,2.5,5.9,.425,2.1,5.0,.417,0.4,0.8,.471,.603,0.3,0.4,.833,0.2,2.0,2.2,1.4,0.6,0.1,0.5,2.2,7.4,,greenaj01
272,Andre Drummond,31,PHI,C,40,23,18.8,2.9,5.9,.500,0.1,0.5,.150,2.9,5.4,.533,.506,1.4,2.3,.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,,drumman01
273,Josh Green,24,CHO,SG,62,61,28.5,2.6,6.2,.421,1.4,3.7,.383,1.2,2.5,.475,.534,0.7,1.0,.672,0.9,1.8,2.7,1.6,1.1,0.2,1.0,2.5,7.3,,greenjo02
274,Terance Mann,28,2TM,SG,54,12,20.8,2.8,5.9,.483,0.9,2.4,.370,2.0,3.5,.558,.557,0.7,1.0,.661,1.0,1.9,2.9,1.9,0.6,0.3,0.7,1.9,7.2,,mannte01
274,Terance Mann,28,LAC,SG,37,12,19.8,2.4,5.3,.446,0.7,2.0,.347,1.6,3.2,.508,.513,0.6,0.9,.719,0.9,2.0,2.9,1.6,0.8,0.3,0.7,1.8,6.0,,mannte01
274,Terance Mann,28,ATL,SG,17,0,23.1,3.9,7.2,.541,1.2,3.1,.404,2.6,4.1,.643,.627,0.8,1.4,.583,1.2,1.8,3.0,2.5,0.4,0.2,0.8,2.0,9.8,,mannte01
275,Bol Bol,25,PHO,PF,32,10,13.3,2.8,5.5,.514,0.9,2.8,.330,1.9,2.7,.701,.597,0.6,0.8,.769,0.6,2.6,3.2,0.6,0.3,0.8,0.6,0.6,7.2,,bolbo01
276,Sam Merrill,28,CLE,SG,59,2,19.3,2.4,5.9,.405,1.9,5.1,.371,0.5,0.8,.630,.566,0.5,0.5,.966,0.5,1.5,2.0,1.4,0.6,0.2,0.5,1.8,7.2,,merrisa01
277,Brandon Williams,25,DAL,PG,26,2,13.5,2.6,5.0,.515,0.7,1.9,.380,1.8,3.1,.600,.588,1.3,1.6,.854,0.2,1.3,1.5,2.0,0.6,0.1,0.9,0.8,7.2,,willibr03
278,Jared Rhoden,25,2TM,SG,10,2,15.9,2.4,6.0,.400,0.8,2.8,.286,1.6,3.2,.500,.467,1.5,1.8,.833,1.1,1.9,3.0,0.8,0.7,0.2,0.7,1.3,7.1,,rhodeja01
278,Jared Rhoden,25,CHO,SG,4,0,3.0,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0,,rhodeja01
278,Jared Rhoden,25,TOR,SG,6,2,24.5,3.7,8.7,.423,1.3,4.3,.308,2.3,4.3,.538,.500,2.5,3.0,.833,1.5,2.8,4.3,1.0,1.0,0.3,1.0,2.0,11.2,,rhodeja01
279,Vasilije Micić,31,2TM,PG,38,16,20.3,2.5,7.2,.348,1.2,3.3,.360,1.3,3.9,.338,.430,0.9,1.1,.829,0.5,1.8,2.3,3.3,0.4,0.0,1.9,1.2,7.1,,micicva01
279,Vasilije Micić,31,CHO,PG,36,16,21.2,2.6,7.6,.348,1.3,3.5,.360,1.4,4.1,.338,.430,0.9,1.1,.829,0.6,1.9,2.4,3.5,0.4,0.0,2.1,1.2,7.5,,micicva01
279,Vasilije Micić,31,PHO,PG,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,micicva01
280,Jordan Goodwin,26,LAL,PG,14,3,21.1,2.9,5.6,.513,1.2,2.7,.447,1.6,2.9,.575,.622,0.1,0.2,.667,1.6,2.6,4.1,1.2,1.1,0.5,0.7,1.9,7.1,,goodwjo01
281,KJ Simpson,22,CHO,PG,23,4,20.4,2.6,7.7,.335,0.7,3.2,.216,1.9,4.4,.422,.381,1.3,1.6,.811,1.2,1.7,2.9,2.6,0.8,0.2,1.4,1.5,7.1,,simpskj01
282,Davion Mitchell,26,2TM,PG,61,36,26.3,2.7,5.9,.450,1.1,2.7,.389,1.6,3.2,.503,.540,0.7,1.0,.672,0.4,1.7,2.1,4.6,0.8,0.2,1.8,2.5,7.0,,mitchda01
282,Davion Mitchell,26,TOR,PG,44,22,24.5,2.4,5.5,.434,1.0,2.7,.359,1.5,2.9,.504,.520,0.6,0.8,.676,0.4,1.6,1.9,4.6,0.7,0.2,1.8,2.6,6.3,,mitchda01
282,Davion Mitchell,26,MIA,PG,17,14,30.7,3.3,6.8,.483,1.4,2.9,.460,1.9,3.9,.500,.582,0.9,1.4,.667,0.6,1.9,2.6,4.5,1.2,0.3,1.7,2.0,8.9,,mitchda01
283,Bones Hyland,24,2TM,PG,21,0,10.9,2.2,5.6,.393,1.5,3.9,.383,0.7,1.7,.417,.526,1.1,1.2,.885,0.2,0.9,1.1,1.4,0.9,0.2,1.1,1.3,7.0,,hylanbo01
283,Bones Hyland,24,LAC,PG,20,0,11.1,2.3,5.8,.391,1.6,4.0,.388,0.7,1.8,.400,.526,1.2,1.3,.885,0.3,1.0,1.2,1.4,0.9,0.2,1.2,1.3,7.2,,hylanbo01
283,Bones Hyland,24,MIN,PG,1,0,7.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,,hylanbo01
284,Marcus Garrett,26,CHO,SG,4,0,19.8,2.8,6.8,.407,0.8,2.0,.375,2.0,4.8,.421,.463,0.8,1.0,.750,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7.0,,garrema01
285,Isaiah Jackson,23,IND,C,5,1,16.8,2.8,4.6,.609,0.0,0.0,,2.8,4.6,.609,.609,1.4,2.8,.500,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,,jacksis01
286,Vit Krejci,24,ATL,PG,44,15,20.8,2.5,5.4,.452,1.5,3.8,.395,1.0,1.6,.583,.590,0.5,0.8,.686,0.4,2.3,2.6,2.6,0.7,0.5,0.9,1.9,7.0,,krejcvi01
287,Tre Jones,25,2TM,PG,44,7,19.1,2.7,5.0,.529,0.4,1.0,.391,2.3,4.0,.566,.570,1.2,1.4,.810,0.7,1.8,2.4,4.0,0.8,0.2,0.7,1.1,6.9,,jonestr01
287,Tre Jones,25,SAS,PG,28,0,16.1,1.6,3.3,.484,0.3,0.9,.308,1.3,2.4,.552,.527,0.9,1.2,.758,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4,,jonestr01
287,Tre Jones,25,CHI,PG,16,7,24.4,4.5,8.0,.563,0.6,1.3,.500,3.9,6.8,.574,.602,1.6,1.9,.867,0.9,2.1,3.0,4.5,1.1,0.3,0.6,1.0,11.3,,jonestr01
288,Josh Okogie,26,2TM,SG,32,2,15.6,2.5,5.2,.473,0.8,2.0,.385,1.7,3.2,.529,.548,1.2,1.6,.725,1.3,1.7,3.0,0.8,1.3,0.5,0.8,1.2,6.9,,okogijo01
288,Josh Okogie,26,PHO,SG,25,1,14.0,2.2,4.6,.491,0.6,1.7,.381,1.6,2.9,.556,.561,0.9,1.3,.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6.0,,okogijo01
288,Josh Okogie,26,CHO,SG,7,1,21.3,3.3,7.6,.434,1.3,3.3,.391,2.0,4.3,.467,.519,2.1,2.7,.789,1.3,2.1,3.4,1.4,2.7,0.7,1.3,1.6,10.0,,okogijo01
289,Jay Huff,26,MEM,C,54,2,11.8,2.4,4.7,.512,1.3,3.2,.413,1.1,1.6,.714,.650,0.7,0.9,.771,0.4,1.6,2.1,0.6,0.2,0.9,0.5,1.2,6.9,,huffja01
290,Trayce Jackson-Davis,24,GSW,C,54,37,17.1,3.0,5.2,.571,0.0,0.0,.000,3.0,5.2,.573,.571,1.0,1.7,.589,2.1,3.4,5.4,1.8,0.4,0.7,0.8,1.3,6.9,,jackstr02
291,Thomas Bryant,27,2TM,C,51,6,15.2,2.6,5.1,.513,0.8,2.3,.336,1.9,2.8,.655,.588,0.8,0.9,.830,1.4,2.7,4.1,1.0,0.4,0.6,0.5,1.2,6.8,,bryanth01
291,Thomas Bryant,27,MIA,C,10,0,11.5,1.2,2.8,.429,0.6,1.7,.353,0.6,1.1,.545,.536,1.1,1.1,1.000,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,,bryanth01
291,Thomas Bryant,27,IND,C,41,6,16.1,3.0,5.7,.524,0.8,2.4,.333,2.2,3.3,.664,.594,0.7,0.9,.778,1.6,2.8,4.3,1.1,0.5,0.5,0.6,1.2,7.4,,bryanth01
292,Jake LaRavia,23,2TM,PF,62,0,20.3,2.4,5.1,.471,0.9,2.1,.420,1.5,3.0,.508,.559,1.2,1.7,.676,1.4,2.6,4.0,2.5,0.9,0.4,1.3,2.0,6.8,,laravja01
292,Jake LaRavia,23,MEM,PF,47,0,20.9,2.5,5.1,.490,0.9,1.9,.444,1.7,3.2,.517,.573,1.4,2.0,.698,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2.0,7.3,,laravja01
